,UNITID_P,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,WEAPON12,DRUG12,LIQUOR12,WEAPON13,DRUG13,LIQUOR13,WEAPON14,DRUG14,LIQUOR14,FILTER12,FILTER13,FILTER14,pub,year
165,104346001,Central Arizona College,Main Campus-Signal Peak,8470 N OVERFIELD RD,COOLIDGE,AZ,851289778,4,"Public, 1",2194,3743,5937,0,0,0,0,0,1,0,0,0,1,1,1,1,1
173,104364001,Brown Mackie College-Tucson,Brown Mackie College - Tucson,4585 E. Speedway Blvd #204,Tucson,AZ,85712,3,"Private for-profit, 2",233,378,611,0,0,0,0,0,0,0,0,0,1,1,1,3,2
186,104717001,Grand Canyon University,Grand Canyon University,3300 W CAMELBACK RD,PHOENIX,AZ,85017,3,"Private for-profit, 2",15657,46647,62304,0,0,0,0,0,3,0,6,0,1,1,1,3,2
190,105154001,Mesa Community College,Mesa Community College,1833 W SOUTHERN AVE,MESA,AZ,85202,4,"Public, 1",11197,11514,22711,0,0,0,0,0,0,0,0,0,1,1,1,1,1
195,105206001,Mohave Community College,Neal Campus - Kingman,1971 Jagerson Ave,Kingman,AZ,864091238,4,"Public, 1",1690,3054,4744,0,0,0,0,0,0,0,0,0,1,1,1,1,1
196,105206002,Mohave Community College,Lake Havasu City Campus,1977 West Acoma Blvd,Lake Havasu City,AZ,86403,4,"Public, 1",1690,3054,4744,0,0,0,0,0,0,0,1,0,1,1,1,1,1
206,105330001,Northern Arizona University,Flagstaff Mountain Campus,"Knoles Drive, Babbit Administrative Ctr",FLAGSTAFF,AZ,860114132,1,"Public, 2",11389,16316,27705,0,7,6,0,0,0,0,1,0,1,1,1,1,2
228,105349001,Northland Pioneer College,Main Campus - Painted Desert - PDC,2251 N. Navajo Boulevard,Holbrook,AZ,860251824,4,"Public, 1",1289,1922,3211,0,0,0,0,0,0,0,0,0,1,1,1,1,1
229,105349002,Northland Pioneer College,Little Colorado Campus - LCC,1400 E. Third St.,Winslow,AZ,860474404,4,"Public, 1",1289,1922,3211,0,0,0,0,0,0,0,0,0,1,1,1,1,1
230,105349003,Northland Pioneer College,Silver Creek Campus - SCC,1611 S. Main St.,Snowflake,AZ,859375619,4,"Public, 1",1289,1922,3211,0,0,0,0,0,0,0,0,0,1,1,1,1,1
231,105349004,Northland Pioneer College,White Mountain Campus - WMC,1001 W. Duece of Clubs,Show Low,AZ,859016201,4,"Public, 1",1289,1922,3211,0,0,0,0,0,0,0,0,0,1,1,1,1,1
232,105349006,Northland Pioneer College,Hopi Center,First Mesa - P.O. Box 1210,Keams Canyon,AZ,86034,4,"Public, 1",1289,1922,3211,0,0,0,0,0,0,0,0,0,1,1,1,1,1
233,105349007,Northland Pioneer College,Kayenta Center,PO Box 248,Kayenta,AZ,86033,4,"Public, 1",1289,1922,3211,0,0,0,0,0,0,0,0,0,1,1,1,1,1
234,105349008,Northland Pioneer College,Springerville/Eagar Center,940 E. Maricopa St.,Springerville,AZ,85938,4,"Public, 1",1289,1922,3211,0,0,0,0,0,0,0,0,0,1,1,1,1,1
235,105349009,Northland Pioneer College,St. Johns Center,65 S.3rd West,St. Johns,AZ,85936,4,"Public, 1",1289,1922,3211,0,0,0,0,0,0,0,0,0,1,1,1,1,1
236,105349010,Northland Pioneer College,Whiteriver Center,720 S. Chief,Whiteriver,AZ,85941,4,"Public, 1",1289,1922,3211,0,0,0,0,0,0,0,0,0,1,1,1,1,1
237,105367001,Ottawa University-Phoenix,Ottawa University-Phoenix,9414 N. 25th Avenue,PHOENIX,AZ,85021,2,"Private nonprofit, 2",178,484,662,0,0,0,0,0,0,0,0,0,1,1,1,2,2
258,105589001,Prescott College,Prescott College,220 GROVE AVE,PRESCOTT,AZ,86301,2,"Private nonprofit, 2",280,568,848,0,0,0,0,0,0,0,0,0,1,1,1,2,2
259,105659001,Refrigeration School Inc,Main Campus,4210 E WASHINGTON STREET,PHOENIX,AZ,850341816,6,"Private for-profit, 1",677,18,695,0,0,0,0,0,0,0,0,0,1,1,1,3,1
274,105747001,Scottsdale Community College,Main Campus,9000 E CHAPARRAL RD,SCOTTSDALE,AZ,85256,4,"Public, 1",4623,5240,9863,0,0,0,0,2,1,0,2,0,1,1,1,1,1
275,105792001,South Mountain Community College,SOUTH MOUNTAIN COMMUNITY COLLEGE,7050 S 24TH ST,PHOENIX,AZ,85042,4,"Public, 1",1749,2538,4287,0,0,0,0,0,2,0,0,0,1,1,1,1,1
288,106245001,University of Arkansas at Little Rock,"University of Arkansas, Little Rock",2801 S UNIVERSITY AVE,LITTLE ROCK,AR,72204,1,"Public, 2",4713,6932,11645,0,0,0,0,0,0,0,0,0,1,1,1,1,2
292,106263001,University of Arkansas for Medical Sciences,University of Arkansas for Medical Sciences,4301 W MARKHAM SLOT 601,LITTLE ROCK,AR,72205,1,"Public, 2",1008,1882,2890,0,2,0,0,0,4,0,0,1,1,1,1,1,2
294,106306001,Arkansas Baptist College,Arkansas Baptist College,1621 Martin Luther King Drive,LITTLE ROCK,AR,722026099,2,"Private nonprofit, 2",601,298,899,0,0,0,0,0,0,0,0,0,1,1,1,2,2
297,106342001,Lyon College,Main Campus,2300 HIGHLAND ROAD,BATESVILLE,AR,72501,2,"Private nonprofit, 2",374,338,712,0,0,0,0,0,0,0,4,0,1,1,1,2,2
302,106397001,University of Arkansas,Main Campus,ADMINISTRATION BLDG 422,FAYETTEVILLE,AR,727011201,1,"Public, 2",12842,13395,26237,1,13,4,1,9,15,0,5,11,1,1,1,1,2
308,106458001,Arkansas State University-Main Campus,Arkansas State University-Jonesboro,PO Box 10,State University,AR,72467,1,"Public, 2",5347,7797,13144,0,0,0,1,1,15,0,1,0,1,1,1,1,2
309,106467001,Arkansas Tech University,Main Campus,"1509 N. Boulder Ave., Room 210",RUSSELLVILLE,AR,728012222,1,"Public, 2",5313,6689,12002,0,0,0,0,0,0,0,0,0,1,1,1,1,2
310,106467002,Arkansas Tech University,Arkansas Tech University - Ozark Campus,1700 Helberg Lane,Ozark,AR,72949,1,"Public, 2",5313,6689,12002,0,0,0,0,0,0,0,0,0,1,1,1,1,2
311,106485001,University of Arkansas at Monticello,University of Arkansas at Monticello,Highway 425 South,Monticello,AR,71656,1,"Public, 2",1552,2302,3854,0,0,0,0,0,0,0,0,0,1,1,1,1,2
312,106485002,University of Arkansas at Monticello,Crossett COT,1326 Highway 52 W,Crossett,AR,71635,1,"Public, 2",1552,2302,3854,0,0,0,0,0,0,0,0,0,1,1,1,1,2
313,106485003,University of Arkansas at Monticello,McGehee COT,P.O. Box 747,McGehee,AR,71654,1,"Public, 2",1552,2302,3854,0,0,0,0,0,0,0,0,0,1,1,1,1,2
315,106546001,Baptist Health Schools-Little Rock,Main Campus,11900 COL GLENN RD STE 1000,LITTLE ROCK,AR,722102820,5,"Private nonprofit, 1",92,710,802,0,11,3,0,2,0,0,0,0,1,1,1,2,1
317,106704001,University of Central Arkansas,Main Campus,201 DONAGHEY AVE,CONWAY,AR,720350001,1,"Public, 2",4552,7146,11698,0,0,0,0,0,0,0,6,6,1,1,1,1,2
318,106713001,Central Baptist College,Main Campus,1501 COLLEGE AVE,CONWAY,AR,72034,2,"Private nonprofit, 2",456,402,858,0,0,0,0,0,0,0,0,0,1,1,1,2,2
320,106810001,Crowley's Ridge College,Main Campus,100 COLLEGE DR,PARAGOULD,AR,72450,2,"Private nonprofit, 2",118,106,224,0,0,0,0,0,0,0,0,0,1,1,1,2,2
322,106883001,East Arkansas Community College,East Arkansas Community College,1700 NEWCASTLE RD,FORREST CITY,AR,72335,4,"Public, 1",442,826,1268,0,0,0,0,0,0,0,0,0,1,1,1,1,1
339,107071001,Henderson State University,Henderson State University,1100 HENDERSON ST,ARKADELPHIA,AR,719990001,1,"Public, 2",1567,2060,3627,0,0,36,0,0,0,1,0,0,1,1,1,1,2
343,107141001,John Brown University,Main Campus,2000 W UNIVERSITY ST,SILOAM SPRINGS,AR,727612121,2,"Private nonprofit, 2",1196,1654,2850,0,0,0,0,0,0,0,0,0,1,1,1,2,2
373,107558001,University of the Ozarks,Main Campus,415 N. College Ave.,Clarksville,AR,72830,2,"Private nonprofit, 2",281,306,587,0,0,0,0,0,0,0,0,0,1,1,1,2,2
374,107585001,University of Arkansas Community College-Morrilton,Main Campus,1537 University Blvd.,MORRILTON,AR,72110,4,"Public, 1",789,1206,1995,0,0,0,0,0,0,0,0,0,1,1,1,1,1
375,107600001,Philander Smith College,Philander Smith College,900 DAISY BATES DRIVE,LITTLE ROCK,AR,722023799,2,"Private nonprofit, 2",204,363,567,0,0,0,0,0,0,0,0,0,1,1,1,2,2
376,107619001,Phillips Community College of the University of Arkansas,Main Campus,1000 CAMPUS DR,HELENA,AR,723420785,4,"Public, 1",673,1123,1796,0,0,0,0,0,0,0,0,0,1,1,1,1,1
377,107619002,Phillips Community College of the University of Arkansas,"Phillips Comm Coll, Stuttgart, AR",BOX A,STUTTGART,AR,72160,4,"Public, 1",673,1123,1796,0,0,0,0,0,0,0,0,0,1,1,1,1,1
378,107619003,Phillips Community College of the University of Arkansas,"Phillips Comm Coll, Dewitt, AR",P.O. BOX 427,DEWITT,AR,72042,4,"Public, 1",673,1123,1796,0,0,0,0,0,0,0,0,0,1,1,1,1,1
388,107877001,Williams Baptist College,Main Campus,60 W Fulbright Avenue,Walnut Ridge,AR,72476,2,"Private nonprofit, 2",258,302,560,0,0,0,0,0,0,0,0,0,1,1,1,2,2
390,107983001,Southern Arkansas University Main Campus,Main Campus,100 E. University Street,MAGNOLIA,AR,71754,1,"Public, 2",1498,2048,3546,0,1,0,0,0,0,0,1,0,1,1,1,1,2
393,108092001,University of Arkansas-Fort Smith,Main Campus,5210 Grand Ave,Fort Smith,AR,729133649,1,"Public, 2",2982,3848,6830,0,0,0,0,0,0,0,0,0,1,1,1,1,2
400,108807001,Allan Hancock College,Santa Maria,800 S. College Drive,Santa Maria,CA,934546399,4,"Public, 1",5395,5652,11047,0,0,0,0,0,0,0,0,0,1,1,1,1,1
407,109086001,American Conservatory Theater,Main Campus,30 GRANT AVE,SAN FRANCISCO,CA,941085834,2,"Private nonprofit, 2",24,24,48,0,0,0,0,0,0,0,0,0,1,1,1,2,2
408,109208001,American River College,Main Campus,4700 COLLEGE OAK DR,SACRAMENTO,CA,958414286,4,"Public, 1",13374,15759,29133,0,0,0,0,0,0,0,0,0,1,1,1,1,1
409,109208002,American River College,Natomas Center,2421 Del Paso Rd,Sacramento,CA,95835,4,"Public, 1",13374,15759,29133,0,0,0,0,0,0,0,0,0,1,1,1,1,1
416,109785001,Azusa Pacific University,Azusa (main campus),901 E. Alosta Ave.,AZUSA,CA,917027000,2,"Private nonprofit, 2",3241,6731,9972,0,0,0,0,0,0,0,3,0,1,1,1,2,2
424,109819001,Bakersfield College,Bakersfield College,1801 Panorama Drive,Bakersfield,CA,933051299,4,"Public, 1",8212,10486,18698,0,0,0,0,0,0,0,0,0,1,1,1,1,1
428,110097001,Biola University,Main Campus,13800 BIOLA AVE,LA MIRADA,CA,906390001,2,"Private nonprofit, 2",2896,3462,6358,0,0,0,0,2,0,2,3,2,1,1,1,2,2
441,110361001,California Baptist University,Main Campus,8432 MAGNOLIA AVE,RIVERSIDE,CA,925043297,2,"Private nonprofit, 2",2754,5203,7957,0,0,0,0,0,0,0,0,0,1,1,1,2,2
444,110370001,California College of the Arts,Oakland Campus,5212 BROADWAY,OAKLAND,CA,946181487,2,"Private nonprofit, 2",762,1236,1998,0,0,0,0,0,0,0,0,0,1,1,1,2,2
445,110370002,California College of the Arts,San Francisco Campus,1111 8th Street,San Francisco,CA,94107,2,"Private nonprofit, 2",762,1236,1998,0,0,0,0,0,0,0,0,0,1,1,1,2,2
447,110404001,California Institute of Technology,Main Campus,"1200 E CALIFORNIA BLVD, MC 200-63",PASADENA,CA,91125,2,"Private nonprofit, 2",1530,679,2209,0,0,0,0,0,0,0,0,0,1,1,1,2,2
451,110422001,California Polytechnic State University-San Luis Obispo,Main Campus,1 Grand Avenue,SAN LUIS OBISPO,CA,93407,1,"Public, 2",10888,9298,20186,0,0,1,0,0,3,0,3,0,1,1,1,1,2
467,110538001,California State University-Chico,Main Campus,400 W. 1st  St,Chico,CA,959290150,1,"Public, 2",8107,9180,17287,0,1,3,0,1,0,0,3,0,1,1,1,1,2
468,110547001,California State University-Dominguez Hills,California State University Dominguez Hills,1000 E VICTORIA ST,CARSON,CA,907470005,1,"Public, 2",5168,9519,14687,0,0,0,0,1,0,0,0,0,1,1,1,1,2
469,110556001,California State University-Fresno,Main Campus,5200 N BARTON AVE,FRESNO,CA,93740,1,"Public, 2",9699,13480,23179,0,1,0,0,1,0,0,3,0,1,1,1,1,2
470,110565001,California State University-Fullerton,Main Campus,800 N STATE COLLEGE BLVD,FULLERTON,CA,928349480,1,"Public, 2",16966,21162,38128,0,2,2,0,0,3,0,0,0,1,1,1,1,2
477,110583001,California State University-Long Beach,Main Campus,1250 BELLFLOWER BLVD,LONG BEACH,CA,908400115,1,"Public, 2",15820,20989,36809,0,1,0,0,0,0,0,1,1,1,1,1,1,2
479,110608001,California State University-Northridge,"California State University, Northridge",18111 NORDHOFF ST,NORTHRIDGE,CA,913308282,1,"Public, 2",17998,22133,40131,0,0,0,0,0,0,0,0,1,1,1,1,1,2
480,110617001,California State University-Sacramento,Sacramento State,6000 J Street,Sacramento,CA,958192694,1,"Public, 2",12606,16743,29349,1,7,0,2,9,3,0,13,0,1,1,1,1,2
481,110635001,University of California-Berkeley,Main Campus,Rm. 1 Sproul Hall,Berkeley,CA,947201199,1,"Public, 2",18714,18851,37565,4,4,1,1,12,10,2,9,1,1,1,1,1,2
483,110644001,University of California-Davis,Main Campus,One Shields Avenue,DAVIS,CA,956168678,1,"Public, 2",15000,19508,34508,0,1,0,0,1,0,0,0,0,1,1,1,1,2
487,110662001,University of California-Los Angeles,UCLA,405 HILGARD AVE,LOS ANGELES,CA,900951364,1,"Public, 2",19739,22106,41845,0,1,20,2,5,25,1,1,44,1,1,1,1,2
488,110671001,University of California-Riverside,Main Campus,900 UNIVERSITY AVE,RIVERSIDE,CA,92521,1,"Public, 2",10562,10936,21498,0,0,0,0,1,1,0,3,0,1,1,1,1,2
489,110680001,University of California-San Diego,Main Campus,9500 Gilman Dr 0005,La Jolla,CA,920930005,1,"Public, 2",16607,14102,30709,0,0,0,0,1,0,0,5,1,1,1,1,1,2
490,110699001,University of California-San Francisco,Main Campus - Parnassus,513 Parnassus Ave,San Francisco,CA,941430402,1,"Public, 2",1173,1997,3170,4,18,0,5,15,0,0,6,0,1,1,1,1,2
494,110705001,University of California-Santa Barbara,Main Campus,1209 Public Safety Building,SANTA BARBARA,CA,931061010,1,"Public, 2",11173,11878,23051,0,0,0,0,0,7,0,2,15,1,1,1,1,2
495,110714001,University of California-Santa Cruz,Main Campus,1156 HIGH ST,SANTA CRUZ,CA,95064,1,"Public, 2",8565,9301,17866,0,0,0,0,3,0,0,0,0,1,1,1,1,2
503,111188001,The California Maritime Academy,The California  Maritime   Academy/CSU,200 Maritime Academy Drive,Vallejo,CA,945908181,1,"Public, 2",901,146,1047,0,0,0,0,0,0,0,0,0,1,1,1,1,2
505,111434001,Canada College,Canada College,4200 FARM HILL BLVD,REDWOOD CITY,CA,940611099,4,"Public, 1",2391,4107,6498,0,0,0,0,0,0,0,0,0,1,1,1,1,1
511,111717001,CET-Sobrato,CET-San Jose Main Campus,701 VINE ST,SAN JOSE,CA,95110,8,"Private nonprofit, 0",164,163,327,0,0,0,0,0,0,0,0,0,1,1,1,2,0
524,111939001,Chaffey College,Rancho Campus,5885 HAVEN AVE,RANCHO CUCAMONGA,CA,917373002,4,"Public, 1",8251,11306,19557,0,0,0,0,0,0,0,0,0,1,1,1,1,1
525,111948001,Chapman University,Main Campus,One University Dr.,ORANGE,CA,928661011,2,"Private nonprofit, 2",3312,4820,8132,0,0,0,0,0,0,0,0,0,1,1,1,2,2
526,111966001,Charles R Drew University of Medicine and Science,Main Campus,1731 E 120TH ST,LOS ANGELES,CA,90059,2,"Private nonprofit, 2",144,337,481,0,0,0,0,0,0,0,0,0,1,1,1,2,2
527,112075001,Concordia University-Irvine,Main Campus,1530 Concordia West,Irvine,CA,926123299,2,"Private nonprofit, 2",1801,2510,4311,0,0,0,0,0,0,0,0,0,1,1,1,2,2
546,112385002,Coastline Community College,Garden Grove Center,12901 Euclid Street,Garden Grove,CA,92840,4,"Public, 1",6658,4655,11313,0,0,0,0,0,0,0,0,0,1,1,1,1,1
547,112385004,Coastline Community College,Westminster (Le-Jao) Center,14120 All American Way,Westminster,CA,92683,4,"Public, 1",6658,4655,11313,0,0,0,0,0,0,0,0,0,1,1,1,1,1
549,112394001,Cogswell College,Main Campus,191 Baypointe Parkway,San Jose,CA,95134,3,"Private for-profit, 2",461,150,611,0,0,0,0,0,0,0,0,0,1,1,1,3,2
552,112525001,Western University of Health Sciences,Western University of Health Sciences,309 E 2ND ST,POMONA,CA,917661854,2,"Private nonprofit, 2",1527,2315,3842,0,0,0,0,0,0,0,0,0,1,1,1,2,2
554,112561001,Columbia College,Main Campus,11600 COLUMBIA COLLEGE DR,SONORA,CA,95370,4,"Public, 1",1048,1349,2397,0,0,0,0,0,0,0,0,0,1,1,1,1,1
558,113096001,Cosumnes River College,Cosumnes River College,8401 CENTER PKY,SACRAMENTO,CA,958235799,4,"Public, 1",6279,8188,14467,0,0,0,0,0,0,0,0,0,1,1,1,1,1
560,113111001,Crafton Hills College,Main Campus,11711 SAND CANYON RD,YUCAIPA,CA,923991799,4,"Public, 1",2755,3177,5932,0,0,0,0,0,0,0,0,0,1,1,1,1,1
561,113193001,Cuesta College,Cuesta College,HIGHWAY 1,SAN LUIS OBISPO,CA,934038106,4,"Public, 1",4389,4832,9221,0,1,0,0,4,0,0,0,0,1,1,1,1,1
562,113193002,Cuesta College,Paso Robles Campus,2800 Buena Vista,Paso Robles,CA,93446,4,"Public, 1",4389,4832,9221,0,0,0,0,0,0,0,0,0,1,1,1,1,1
563,113193003,Cuesta College,Arroyo Grande Campus,495 Valley Road,Arroyo Grande,CA,93420,4,"Public, 1",4389,4832,9221,0,0,0,0,0,0,0,0,0,1,1,1,1,1
580,113573001,College of the Desert,Main Campus,43-500 MONTEREY AVE,PALM DESERT,CA,92260,4,"Public, 1",4552,5167,9719,0,0,0,0,0,0,0,0,6,1,1,1,1,1
581,113573002,College of the Desert,Eastern Valley Center,45524 Oasis Street,Indio,CA,92201,4,"Public, 1",4552,5167,9719,0,0,0,0,0,1,0,0,0,1,1,1,1,1
584,113634001,Diablo Valley College,Main Campus,321 GOLF CLUB RD,PLEASANT HILL,CA,94523,4,"Public, 1",9804,10285,20089,0,0,0,0,0,0,0,0,0,1,1,1,1,1
585,113698001,Dominican University of California,Dominican University of California,50 ACACIA AVE,SAN RAFAEL,CA,949012298,2,"Private nonprofit, 2",509,1492,2001,0,0,0,0,0,0,0,0,0,1,1,1,2,2
588,113856001,East Los Angeles College,East Los Angeles College,1301 Avenida Cesar Chavez,Monterey Park,CA,917546099,4,"Public, 1",18306,17706,36012,0,0,0,0,0,0,0,0,0,1,1,1,1,1
593,113980001,El Camino Community College District,Main Campus,16007 Crenshaw Boulevard,Torrance,CA,905060001,4,"Public, 1",11720,12487,24207,0,0,0,0,0,0,0,0,0,1,1,1,1,1
602,114354001,Fashion Institute of Design & Merchandising-Los Angeles,Main Campus,919 S GRAND AVE,LOS ANGELES,CA,900151421,3,"Private for-profit, 2",326,2816,3142,0,0,0,0,0,0,0,0,0,1,1,1,3,2
607,114549001,Fielding Graduate University,Main Campus,2020 De la Vina Street,SANTA BARBARA,CA,93105,2,"Private nonprofit, 2",309,892,1201,0,0,0,0,0,0,0,0,0,1,1,1,2,2
616,114813001,Fresno Pacific University,FRESNO PACIFIC UNIVERSITY,1717 S CHESTNUT AVE,FRESNO,CA,93702,2,"Private nonprofit, 2",1067,2391,3458,0,0,0,0,0,0,0,0,0,1,1,1,2,2
617,114813002,Fresno Pacific University,North Fresno Center,5 River Park Place West #201&301,Fresno,CA,93720,2,"Private nonprofit, 2",1067,2391,3458,0,0,0,0,0,0,0,0,0,1,1,1,2,2
634,115001001,Glendale Community College,Main Campus,1500 N. Verdugo Rd.,Glendale,CA,912082894,4,"Public, 1",6814,8298,15112,0,0,0,0,0,0,0,0,0,1,1,1,1,1
635,115001002,Glendale Community College,Garfield Campus,1122 E. Garfield Ave,Glendale,CA,912052526,4,"Public, 1",6814,8298,15112,0,0,0,0,0,0,0,0,0,1,1,1,1,1
638,115083001,Golden Gate University-San Francisco,San Francisco,536 Mission St.,San Francisco,CA,941052968,2,"Private nonprofit, 2",1316,1593,2909,0,0,0,0,0,0,0,0,0,1,1,1,2,2
648,115728001,Holy Names University,Main Campus,3500 MOUNTAIN BLVD,OAKLAND,CA,946191699,2,"Private nonprofit, 2",361,830,1191,0,0,0,0,0,0,0,0,0,1,1,1,2,2
650,115755001,Humboldt State University,Humboldt State University,1 HARPST STREET,ARCATA,CA,955218299,1,"Public, 2",3850,4635,8485,0,0,0,0,0,0,0,0,0,1,1,1,1,2
675,117104001,Life Pacific College,Life Pacific College,1100 W. Covina Blvd,San Dimas,CA,91773,2,"Private nonprofit, 2",285,299,584,0,0,0,0,0,0,0,0,0,1,1,1,2,2
676,117113001,The Art Institute of California-Argosy University San Diego,The Art Institute of California - San Diego,7650 Mission Valley Road,SAN DIEGO,CA,92108,3,"Private for-profit, 2",888,746,1634,0,0,0,0,0,0,0,0,0,1,1,1,3,2
693,117627001,La Sierra University,La Sierra University,4500 Riverwalk Parkway,RIVERSIDE,CA,925158247,2,"Private nonprofit, 2",1064,1446,2510,0,0,0,0,0,0,0,1,0,1,1,1,2,2
696,117636001,Loma Linda University,Loma Linda University,11206 Campus Street Suite A,LOMA LINDA,CA,92354,2,"Private nonprofit, 2",1763,2837,4600,0,0,0,0,0,0,0,2,0,1,1,1,2,2
697,117645001,Long Beach City College,Liberal Arts Campus,4901 East Carson Street,Long Beach,CA,90808,4,"Public, 1",11100,13303,24403,0,0,0,0,0,0,0,0,0,1,1,1,1,1
698,117645002,Long Beach City College,Pacific Coast Campus,1305 East Pacific Coast Highway,Long Beach,CA,90806,4,"Public, 1",11100,13303,24403,0,0,0,0,0,0,0,0,0,1,1,1,1,1
708,117788001,Los Angeles City College,Los Angeles City College,855 North Vermont Ave.,Los Angeles,CA,900293516,4,"Public, 1",8236,10520,18756,0,0,0,1,0,0,0,0,0,1,1,1,1,1
711,117894001,Los Medanos College,Main Campus,2700 East LELAND Road,PITTSBURG,CA,94565,4,"Public, 1",4054,4641,8695,0,0,0,0,0,0,0,0,0,1,1,1,1,1
712,117928001,The Art Institute of California-Argosy University San Francisco,The Art Institute of California - San Francisco,1170 MARKET ST,SAN FRANCISCO,CA,941024908,3,"Private for-profit, 2",568,490,1058,0,0,0,0,0,0,0,0,0,1,1,1,3,2
713,117946001,Loyola Marymount University,Westchester Campus,One LMU Drive,LOS ANGELES,CA,900452659,2,"Private nonprofit, 2",3957,5558,9515,0,0,0,0,0,0,0,0,0,1,1,1,2,2
740,118541001,Marymount California University,Marymount California University,30800 PALOS VERDES DR E,RANCHO PALOS VERDES,CA,902756299,2,"Private nonprofit, 2",515,593,1108,0,0,0,0,0,0,0,0,0,1,1,1,2,2
749,118912001,MiraCosta College,MiraCosta Community College District Oceanside Campus,ONE BARNARD DR,OCEANSIDE,CA,920563899,4,"Public, 1",6410,8277,14687,0,0,0,0,0,0,0,1,0,1,1,1,1,1
759,118976001,Modesto Junior College,MJC/East Campus,435 COLLEGE AVE,MODESTO,CA,953505800,4,"Public, 1",7416,10162,17578,0,0,0,0,0,0,0,4,0,1,1,1,1,1
760,118976002,Modesto Junior College,MJC/West Campus and YCCD District Offices,2201 Blue Gum Avenue,Modesto,CA,95358,4,"Public, 1",7416,10162,17578,0,0,0,0,0,0,0,0,0,1,1,1,1,1
767,119173001,Mount Saint Mary's University,Chalon,12001 CHALON RD,LOS ANGELES,CA,900491599,2,"Private nonprofit, 2",324,2968,3292,0,0,0,0,0,0,0,0,0,1,1,1,2,2
773,119234001,Mueller College,Main Campus,"123 Camino de la Reina, Suite 100 North",San Diego,CA,92108,6,"Private for-profit, 1",53,54,107,0,0,0,0,0,0,0,0,0,1,1,1,3,1
774,119270001,Musicians Institute,Main Campus,1655 McCadden PLace,Los Angeles,CA,90028,3,"Private for-profit, 2",905,237,1142,0,0,0,0,0,0,0,0,0,1,1,1,3,2
821,120254001,Occidental College,Occidental College,1600 CAMPUS RD,LOS ANGELES,CA,900413392,2,"Private nonprofit, 2",907,1133,2040,0,0,0,0,0,0,0,0,0,1,1,1,2,2
824,120342001,Orange Coast College,Main Campus,2701 FAIRVIEW ROAD,COSTA MESA,CA,92626,4,"Public, 1",11381,10394,21775,0,0,0,0,0,0,0,0,0,1,1,1,1,1
825,120403001,Otis College of Art and Design,Otis College of Art and Design (Goldsmith campus),9045 Lincoln Boulevard,Los Angeles,CA,900453505,2,"Private nonprofit, 2",374,772,1146,0,0,0,0,0,0,0,0,0,1,1,1,2,2
830,120537001,Hope International University,Main Campus,2500 E Nutwood Ave,Fullerton,CA,928313104,2,"Private nonprofit, 2",586,743,1329,0,0,0,0,0,0,0,0,0,1,1,1,2,2
835,120768002,Pacific Oaks College,Eureka Campus,55 Eureka Street,Pasadena,CA,91103,2,"Private nonprofit, 2",94,1082,1176,0,0,0,0,0,0,0,0,0,1,1,1,2,2
837,120838001,Pacific States University,Main Campus,3450 Wilshire Blvd Ste 500,LOS ANGELES,CA,900104234,2,"Private nonprofit, 2",88,84,172,0,0,0,0,0,0,0,0,0,1,1,1,2,2
839,120883001,University of the Pacific,Main Campus,3601 PACIFIC AVE,STOCKTON,CA,95211,2,"Private nonprofit, 2",2880,3424,6304,0,0,0,0,0,0,0,0,0,1,1,1,2,2
840,120883002,University of the Pacific,Arthur A. Dugoni School of Dentistry,155 Fifth St.,San Francisco,CA,94103,2,"Private nonprofit, 2",2880,3424,6304,0,0,0,0,0,0,0,3,0,1,1,1,2,2
844,120971001,Palomar College,Main Campus,1140 West Mission Road,San Marcos,CA,920691487,4,"Public, 1",13708,11206,24914,0,0,0,0,0,0,0,0,0,1,1,1,1,1
845,120971002,Palomar College,Palomar College Escondido Center,1951 E.Valley Parkway,Escondido,CA,92027,4,"Public, 1",13708,11206,24914,0,0,0,0,0,0,0,0,0,1,1,1,1,1
847,121044001,Pasadena City College,Pasadena City College - Main Campus,1570 E COLORADO BLVD,PASADENA,CA,911062003,4,"Public, 1",12762,13849,26611,0,0,0,0,0,0,0,0,0,1,1,1,1,1
